0,1
0.01,1
0.02,2
0.03,2
0.04,3
0.05,3
0.06,4
0.07,4
0.08,5
0.09,5
0.1,6
0.11,6
0.12,7
0.13,7
0.14,8
0.15,8
0.16,9
0.17,9
0.18,10
0.19,10
0.2,11
0.21,11
0.22,12
0.23,12
0.24,13
0.25,13
0.26,14
0.27,14
0.28,15
0.29,15
0.3,16
0.31,16
0.32,17
0.33,17
0.34,18
0.35,18
0.36,19
0.37,19
0.38,20
0.39,20
0.4,21
0.41,21
0.42,22
0.43,22
0.44,23
0.45,23
0.46,24
0.47,24
0.48,25
0.49,25
0.5,26
0.51,26
0.52,27
0.53,27
0.54,28
0.55,28
0.56,29
0.57,29
0.58,30
0.59,30
0.6,31
0.61,31
0.62,32
0.63,32
0.64,33
0.65,33
0.66,34
0.67,34
0.68,35
0.69,35
0.7,36
0.71,36
0.72,37
0.73,37
0.74,38
0.75,38
0.76,39
0.77,39
0.78,40
0.79,40
0.8,41
0.81,41
0.82,42
0.83,42
0.84,43
0.85,43
0.86,44
0.87,44
0.88,45
0.89,45
0.9,46
0.91,46
0.92,47
0.93,47
0.94,48
0.95,48
0.96,49
0.97,49
0.98,50
0.99,50
1,51
1.01,51
1.02,52
1.03,52
1.04,53
1.05,53
1.06,54
1.07,54
1.08,55
1.09,55
1.1,56
1.11,56
1.12,57
1.13,57
1.14,58
1.15,58
1.16,59
1.17,59
1.18,60
1.19,60
1.2,61
1.21,61
1.22,62
1.23,62
1.24,63
1.25,63
1.26,64
1.27,64
1.28,65
1.29,65
1.3,66
1.31,66
1.32,67
1.33,67
1.34,68
1.35,68
1.36,69
1.37,69
1.38,70
1.39,70
1.4,71
1.41,71
1.42,72
1.43,72
1.44,73
1.45,73
1.46,74
1.47,74
1.48,75
1.49,75
1.5,76
1.51,76
1.52,77
1.53,77
1.54,78
1.55,78
1.56,79
1.57,79
1.58,80
1.59,80
1.6,81
1.61,81
1.62,82
1.63,82
1.64,83
1.65,83
1.66,84
1.67,84
1.68,85
1.69,85
1.7,86
1.71,86
1.72,87
1.73,87
1.74,88
1.75,88
1.76,89
1.77,89
1.78,90
1.79,90
1.8,91
1.81,91
1.82,92
1.83,92
1.84,93
1.85,93
1.86,94
1.87,94
1.88,95
1.89,95
1.9,96
1.91,96
1.92,97
1.93,97
1.94,98
1.95,98
1.96,99
1.97,99
1.98,100
1.99,100
2,101
2.01,101
2.02,102
2.03,102
2.04,103
2.05,103
2.06,104
2.07,104
2.08,105
2.09,105
2.1,106
2.11,106
2.12,107
2.13,107
2.14,108
2.15,108
2.16,109
2.17,109
2.18,110
2.19,110
2.2,111
2.21,111
2.22,112
2.23,112
2.24,113
2.25,113
2.26,114
2.27,114
2.28,115
2.29,115
2.3,116
2.31,116
2.32,117
2.33,117
2.34,118
2.35,118
2.36,119
2.37,119
2.38,120
2.39,120
2.4,121
2.41,121
2.42,122
2.43,122
2.44,123
2.45,123
2.46,124
2.47,124
2.48,125
2.49,125
2.5,126
2.51,126
2.52,127
2.53,127
2.54,128
2.55,128
2.56,129
2.57,129
2.58,130
2.59,130
2.6,131
2.61,131
2.62,132
2.63,132
2.64,133
2.65,133
2.66,134
2.67,134
2.68,135
2.69,135
2.7,136
2.71,136
2.72,137
2.73,137
2.74,138
2.75,138
2.76,139
2.77,139
2.78,140
2.79,140
2.8,141
2.81,141
2.82,142
2.83,142
2.84,143
2.85,143
2.86,144
2.87,144
2.88,145
2.89,145
2.9,146
2.91,146
2.92,147
2.93,147
2.94,148
2.95,148
2.96,149
2.97,149
2.98,150
2.99,150
3,151
3.01,151
3.02,152
3.03,152
3.04,153
3.05,153
3.06,154
3.07,154
3.08,155
3.09,155
3.1,156
3.11,156
3.12,157
3.13,157
3.14,158
3.15,158
3.16,159
3.17,159
3.18,160
3.19,160
3.2,161
3.21,161
3.22,162
3.23,162
3.24,163
3.25,163
3.26,164
3.27,164
3.28,165
3.29,165
3.3,166
3.31,166
3.32,167
3.33,167
3.34,168
3.35,168
3.36,169
3.37,169
3.38,170
3.39,170
3.4,171
3.41,171
3.42,172
3.43,172
3.44,173
3.45,173
3.46,174
3.47,174
3.48,175
3.49,175
3.5,176
3.51,176
3.52,177
3.53,177
3.54,178
3.55,178
3.56,179
3.57,179
3.58,180
3.59,180
3.6,181
3.61,181
3.62,182
3.63,182
3.64,183
3.65,183
3.66,184
3.67,184
3.68,185
3.69,185
3.7,186
3.71,186
3.72,187
3.73,187
3.74,188
3.75,188
3.76,189
3.77,189
3.78,190
3.79,190
3.8,191
3.81,191
3.82,192
3.83,192
3.84,193
3.85,193
3.86,194
3.87,194
3.88,195
3.89,195
3.9,196
3.91,196
3.92,197
3.93,197
3.94,198
3.95,198
3.96,199
3.97,199
3.98,200
3.99,200
4,201
4.01,201
4.02,202
4.03,202
4.04,203
4.05,203
4.06,204
4.07,204
4.08,205
4.09,205
4.1,206
4.11,206
4.12,207
4.13,207
4.14,208
4.15,208
4.16,209
4.17,209
4.18,210
4.19,210
4.2,211
4.21,211
4.22,212
4.23,212
4.24,213
4.25,213
4.26,214
