  1.6086E+01   7.3668E-05   1.5522E-04 
  4.8257E+01   2.1417E-04   4.6104E-04 
  8.0429E+01   3.5373E-04   7.5318E-04 
  1.1260E+02   5.3588E-04   1.0233E-03 
  1.4477E+02   6.8197E-04   1.2641E-03 
  1.7694E+02   9.0422E-04   1.4696E-03 
  2.0911E+02   1.0972E-03   1.6357E-03 
  2.4129E+02   1.3369E-03   1.7597E-03 
  2.7346E+02   1.5762E-03   1.8410E-03 
  3.0563E+02   1.9076E-03   1.8805E-03 
  3.3780E+02   2.1500E-03   1.8807E-03 
  3.6997E+02   2.3627E-03   1.8452E-03 
  4.0214E+02   2.4761E-03   1.7789E-03 
  4.3431E+02   2.4690E-03   1.6870E-03 
  4.6649E+02   2.3098E-03   1.5752E-03 
  4.9866E+02   2.0652E-03   1.4493E-03 
  5.3083E+02   1.8311E-03   1.3147E-03 
  5.6300E+02   1.5433E-03   1.1764E-03 
  5.9517E+02   1.3139E-03   1.0388E-03 
  6.2734E+02   1.0264E-03   9.0544E-04 
  6.5951E+02   7.3606E-04   7.7933E-04 
  6.9169E+02   5.2904E-04   6.6253E-04 
  7.2386E+02   3.9383E-04   5.5642E-04 
  7.5603E+02   2.9778E-04   4.6174E-04 
  7.8820E+02   2.1883E-04   3.7868E-04 
  8.2037E+02   1.8153E-04   3.0695E-04 
  8.5254E+02   1.4485E-04   2.4596E-04 
  8.8471E+02   9.9778E-05   1.9484E-04 
  9.1689E+02   7.8020E-05   1.5261E-04 
  9.4906E+02   5.9991E-05   1.1820E-04 
  9.8123E+02   3.6989E-05   9.0535E-05 
  1.0134E+03   2.7664E-05   6.8580E-05 
  1.0456E+03   1.8650E-05   5.1380E-05 
  1.0777E+03   9.0142E-06   3.8075E-05 
  1.1099E+03   8.0817E-06   2.7910E-05 
  1.1421E+03   4.3517E-06   2.0238E-05 
  1.1743E+03   3.1083E-06   1.4517E-05 
  1.2064E+03   2.7975E-06   1.0302E-05 
  1.2386E+03   9.3250E-07   7.2331E-06 
  1.2708E+03   9.3250E-07   5.0244E-06 
  1.3029E+03   1.2433E-06   3.4532E-06 
  1.3351E+03   3.1083E-07   2.3483E-06 
  1.3673E+03   3.1083E-07   1.5801E-06 
  1.3995E+03   0.0000E+00   1.0521E-06 
  1.4316E+03   0.0000E+00   6.9316E-07 
  1.4638E+03   3.1083E-07   4.5191E-07 
  1.4960E+03   0.0000E+00   2.9155E-07 
  1.5281E+03   0.0000E+00   1.8614E-07 
  1.5603E+03   0.0000E+00   1.1760E-07 
  1.5925E+03   0.0000E+00   7.3533E-08 
