  1.6086E+01   1.1998E-04   1.5522E-04 
  4.8257E+01   3.7238E-04   4.6104E-04 
  8.0429E+01   6.1328E-04   7.5318E-04 
  1.1260E+02   8.4827E-04   1.0233E-03 
  1.4477E+02   1.0693E-03   1.2641E-03 
  1.7694E+02   1.2987E-03   1.4696E-03 
  2.0911E+02   1.4286E-03   1.6357E-03 
  2.4129E+02   1.5769E-03   1.7597E-03 
  2.7346E+02   1.7503E-03   1.8410E-03 
  3.0563E+02   1.8401E-03   1.8805E-03 
  3.3780E+02   1.9067E-03   1.8807E-03 
  3.6997E+02   1.9353E-03   1.8452E-03 
  4.0214E+02   1.9393E-03   1.7789E-03 
  4.3431E+02   1.9113E-03   1.6870E-03 
  4.6649E+02   1.8650E-03   1.5752E-03 
  4.9866E+02   1.6909E-03   1.4493E-03 
  5.3083E+02   1.5604E-03   1.3147E-03 
  5.6300E+02   1.3381E-03   1.1764E-03 
  5.9517E+02   1.1756E-03   1.0388E-03 
  6.2734E+02   9.8006E-04   9.0544E-04 
  6.5951E+02   8.4019E-04   7.7933E-04 
  6.9169E+02   6.9005E-04   6.6253E-04 
  7.2386E+02   5.3930E-04   5.5642E-04 
  7.5603E+02   4.5910E-04   4.6174E-04 
  7.8820E+02   3.5435E-04   3.7868E-04 
  8.2037E+02   2.6918E-04   3.0695E-04 
  8.5254E+02   2.0391E-04   2.4596E-04 
  8.8471E+02   1.4702E-04   1.9484E-04 
  9.1689E+02   1.1470E-04   1.5261E-04 
  9.4906E+02   7.7709E-05   1.1820E-04 
  9.8123E+02   5.4396E-05   9.0535E-05 
  1.0134E+03   4.0409E-05   6.8580E-05 
  1.0456E+03   2.6110E-05   5.1380E-05 
  1.0777E+03   1.8339E-05   3.8075E-05 
  1.1099E+03   1.1812E-05   2.7910E-05 
  1.1421E+03   5.9059E-06   2.0238E-05 
  1.1743E+03   4.6625E-06   1.4517E-05 
  1.2064E+03   2.1758E-06   1.0302E-05 
  1.2386E+03   2.1758E-06   7.2331E-06 
  1.2708E+03   6.2167E-07   5.0244E-06 
  1.3029E+03   3.1083E-07   3.4532E-06 
  1.3351E+03   0.0000E+00   2.3483E-06 
  1.3673E+03   0.0000E+00   1.5801E-06 
  1.3995E+03   6.2167E-07   1.0521E-06 
  1.4316E+03   0.0000E+00   6.9316E-07 
  1.4638E+03   0.0000E+00   4.5191E-07 
  1.4960E+03   0.0000E+00   2.9155E-07 
  1.5281E+03   0.0000E+00   1.8614E-07 
  1.5603E+03   0.0000E+00   1.1760E-07 
  1.5925E+03   0.0000E+00   7.3533E-08 
